Store Name (EN),Store Name (AR),Industry,Potential,Potential Score,Website,Emails,Phone Numbers,WhatsApp,Instagram,Twitter/X,TikTok,Snapchat,Categories,Online Presence,On Tabby,On Tamara,Tabby Directory Link,BNPL Services,Website Status,Description
,شركة أماكن دبي للتجارة,General Retail,Low,10,,,,,,,,,Others,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-amakn-dby-lltjarh-018953ca-c37d-3010-9e85-59827b38060f,"paymentLink, split-in-4",no website,
,شركة أمجاد الركن للإطارات,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-amjad-alrkn-llitarat-018e4bbe-999d-9bac-aa6c-c68e79337ad7,"paymentLink, split-in-4",no website,
,شركة أنظمة حاسبات الخليج للتجاره,Electronics & Tech,Low,10,,,,,,,,,Electronics,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-anzmh-hasbat-alkhlyj-lltjarh-018d6373-da4c-28f7-1edb-faab38b35fc2,"paymentLink, split-in-4",no website,
,شركة أنغام دبي للتجارة,Electronics & Tech,Low,10,,,,,,,,,Electronics,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-angham-dby-lltjarh-018eb79f-2c4e-3f63-9c12-535a6d8746ca,"paymentLink, split-in-4",no website,
,شركة أوفر تخفيض,Fashion & Apparel,Low,10,,,,,,,,,Fashion,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-awfr-tkhfydh-018f816a-5938-b6bb-e444-fc956446f094,"paymentLink, split-in-4",no website,
,شركة إطار الجودة التجارية,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-itar-aljwdh-altjaryh-018da801-9f1f-e298-fe31-fcccf5fc305e,"paymentLink, split-in-4",no website,
,شركة ابداع تبوك التجارية,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-abdaa-tbwk-altjaryh-019077ed-cc2f-2d87-6834-b4063db0b7c2,"paymentLink, split-in-4",no website,
,شركة اثاث نجد التجارية,"Home, Furniture & Appliances",Low,10,,,,,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-athath-njd-altjaryh-018fec01-133d-e1e5-0706-096a10983b1f,"paymentLink, split-in-4",no website,
,شركة اسطورة الدرب التجارية,General Retail,Low,10,,,,,,,,,Others,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-astwrh-aldrb-altjaryh-018e0341-2f44-08c9-44a6-dda567564b0c,"paymentLink, split-in-4",no website,
,شركة اسطورة الشامل لخدمات السيارات,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-astwrh-alshaml-lkhdmat-alsyarat-01895395-d0e1-509a-d68e-0fac59fc4567,"qrFlow, split-in-4",no website,
,شركة اسطورة الشرق التجارية,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-astwrh-alshrq-altjaryh-01895237-ee4a-53bf-448e-371e1bd4f2ef,"paymentLink, split-in-4",no website,
,شركة اسطورة كيان التجارية,Flowers & Gifts,Low,10,,,,,,,,,Flowers & Gifts,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-astwrh-kyan-altjaryh-018e3d0e-bac1-3ca2-94a0-c7ab9ded5277,"paymentLink, split-in-4",no website,
,شركة اضواء شبرا التجارية,Fashion & Apparel,Low,10,,,,,,,,,Fashion,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-adhwaa-shbra-altjaryh-018e5bc4-00fc-8047-8212-e98d286254cd,"paymentLink, split-in-4",no website,
,شركة اطار الصحراء التجارية,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-atar-alshraa-altjaryh-018e9df8-95dc-d77c-bdfa-ce75798fb061,"paymentLink, split-in-4",no website,
,شركة اطار المستقبل لخدمات السيارات,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-atar-almstqbl-lkhdmat-alsyarat-018d9cc0-a9d8-b64e-9d6d-80f238f3fa67,"paymentLink, split-in-4",no website,
,شركة اطار كو العالمية للتجارة,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-atar-kw-alaalmyh-lltjarh-018fc942-e023-e963-54c0-1c7f8f4ceae5,"paymentLink, split-in-4",no website,
,شركة الأندية الرائدة الرياضية,Sports & Fitness,Low,10,,,,,,,,,Fitness & Outdoor,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-alandyh-alraedh-alryadhyh-018e04af-f285-70ab-799b-3b5348809f30,"paymentLink, split-in-4",no website,
,شركة الابتسام للخراطه,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-alabtsam-llkhrath-01908d4f-7d46-a692-ac5b-ef6a09498d2b,"paymentLink, split-in-4",no website,
,شركة الاجهزة والتجهيزات للتجارة,"Home, Furniture & Appliances",Low,10,,,,,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-alajhzh-waltjhyzat-lltjarh-01895418-322b-ac6b-97e2-3ace35fb880d,"paymentLink, split-in-4",no website,
,شركة الاسطوره الشماليه للاطارات,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-alastwrh-alshmalyh-llatarat-018d5aa0-69ec-1cd3-d95c-fb64ca17e50a,"paymentLink, split-in-4",no website,
,شركة الاشغال الاحترافية,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-alashghal-alahtrafyh-018d82c1-2e4d-7288-e296-999aa823d8e5,"paymentLink, split-in-4",no website,
,شركة الامتياز الدولي,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-alamtyaz-aldwly-0190da58-bd6b-4706-a059-d4ced83cbc6e,"paymentLink, split-in-4",no website,
,شركة الانسجام الفاخر للسيارات,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-alansjam-alfakhr-llsyarat-01904a0d-0af2-f244-1dc6-52d761c5bf7b,"paymentLink, split-in-4",no website,
,شركة الايطار الخامس لخدمات السيارات,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-alaytar-alkhams-lkhdmat-alsyarat-018f95c3-f139-49e9-e15b-b40433f5dc7a,"paymentLink, split-in-4",no website,
,شركة البا للأجهزة الكهربائية,"Home, Furniture & Appliances",Low,10,,,,,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-alba-llajhzh-alkhrbaeyh-018f6b6a-b1e4-50fe-53f8-929b31e123f1,"paymentLink, split-in-4",no website,
,شركة البداية ستور للأجهزة المنزلية,"Home, Furniture & Appliances",Low,10,,,,,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-albdayh-stwr-llajhzh-almnzlyh-018de979-236b-b7a1-5461-40aced68e961,"paymentLink, split-in-4",no website,
,شركة البركة الرائدة للأجهزة المنزلية,"Home, Furniture & Appliances",Low,10,,,,,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-albrkh-alraedh-llajhzh-almnzlyh-018e2467-f0ce-816f-bad1-f62e6961e47b,"paymentLink, split-in-4",no website,
,شركة البيت الأبيض للاوني المنزلية,"Home, Furniture & Appliances",Low,10,,,,,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-albyt-alabydh-llawny-almnzlyh-018fb4b5-1e23-fbdb-f9af-0d6c36dbfc44,"paymentLink, split-in-4",no website,
,شركة البيت الحرير التجارية,"Home, Furniture & Appliances",Low,10,,,,,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-albyt-alhryr-altjaryh-01900c17-f677-53e9-560e-f07715bbac5a,"paymentLink, split-in-4",no website,
,شركة البيت العالي للتجارة شركة شخص واحد,"Home, Furniture & Appliances",Low,10,,,,,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-albyt-alaaly-lltjarh-shrkh-shkhs-wahd-018c8c74-2273-2b1e-c04d-6bdfbcfbf6bf,"paymentLink, split-in-4",no website,
,شركة البيت الهادئ للاثاث,"Home, Furniture & Appliances",Low,10,,,,,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-albyt-alhade-llathath-018e5bcb-1e6c-7abb-2761-e4a720ed706a,"paymentLink, split-in-4",no website,
,شركة الجسم المثالي الرياضية,Sports & Fitness,Low,10,,,,,,,,,Fitness & Outdoor,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-aljsm-almthaly-alryadhyh-018f5c4f-7b50-4fc3-f3fb-3c62a48d0ccb,"paymentLink, split-in-4",no website,
,شركة الجودة زوم للأنظمة الأمنية,Electronics & Tech,Low,10,,,,,,,,,Electronics,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-aljwdh-zwm-llanzmh-alamnyh-018f3372-5223-d7ad-20d3-349df0a6bffc,"paymentLink, split-in-4",no website,
,شركة الحديدية للإطارات,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-alhdydyh-llitarat-018dd04a-eaa3-1896-99b2-1782db71f35b,"paymentLink, split-in-4",no website,
,شركة الخط الناعم للتجارة,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-alkht-alnaam-lltjarh-018e9349-cb6c-d8ba-0a56-d9a9609df9a0,"paymentLink, split-in-4",no website,
,شركة الذهب الراقي للذهب LLC,Fashion & Apparel,Low,10,,,,,,,,,Fashion,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-althhb-alraqy-llthhb-LLC-01904561-5065-e02f-317e-cba9efb7e2a8,"paymentLink, split-in-4",no website,
,شركة الرسام للاثاث,"Home, Furniture & Appliances",Low,10,,,,,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-alrsam-llathath-018d3b6d-4945-07ed-4316-7f59e9904b4b,"paymentLink, split-in-4",no website,
,شركة الريف الاوسط لخدمات السيارات,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-alryf-alawst-lkhdmat-alsyarat-018d89a1-01f1-9cd1-c241-c3971dbba909,"paymentLink, split-in-4",no website,
,شركة السحاب الماسي للتجارة,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-alshab-almasy-lltjarh-01895376-7b1a-d408-d3cb-c1ae3a80ad89,"paymentLink, split-in-4",no website,
,شركة السحب الزرقاء لخدمات السيارات,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-alshb-alzrqaa-lkhdmat-alsyarat-01906d79-6366-b04e-0311-1e821bacdc67,"paymentLink, split-in-4",no website,
,شركة السرعة الفائقة شركة شخص واحد,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-alsrah-alfaeqh-shrkh-shkhs-wahd-018d8843-1a02-56dc-c05c-ef1e908706cf,"paymentLink, split-in-4",no website,
,شركة السرعة المطلقة التجارية,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-alsrah-almtlqh-altjaryh-018ea85c-f779-f8be-8c88-21a107d3964f,"paymentLink, split-in-4",no website,
,شركة السريع العربية التجارية,"Home, Furniture & Appliances",Low,10,,,,,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-alsrya-alarbyh-altjaryh-018953aa-049a-3025-986e-4814e25ed5bb,"paymentLink, split-in-4",no website,
,شركة السريع للتجارة,"Home, Furniture & Appliances",Low,10,,,,,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-alsrya-lltjarh-0189537e-0be2-d10f-0811-054b69eb039f,"paymentLink, split-in-4",no website,
,شركة الضبيبي التجارية - شركة ذات مسؤولية محدودة,"Home, Furniture & Appliances",Low,10,,,,,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-aldhbyby-altjaryh-shrkh-that-msuwlyh-mhdwdh-018a125c-8145-9e14-1c1e-d053d8a1012f,"paymentLink, split-in-4",no website,
,شركة العامري الجديد التجارية,Fashion & Apparel,Low,10,,,,,,,,,Fashion,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-alaamry-aljdyd-altjaryh-018e74f9-3d6a-655e-fd96-56a143fc833c,"paymentLink, split-in-4",no website,
,شركة العملاق للتجارة,Electronics & Tech,Low,10,,,,,,,,,Electronics,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-alamlaq-lltjarh-018f70e8-55c6-cacc-65c2-ebf5aaddda3f,"paymentLink, split-in-4",no website,
,شركة العيسائي برافو التجارية,Fashion & Apparel,Low,10,,,,,,,,,Fashion,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-alaysaey-brafw-altjaryh-018f2edc-b8da-e0dd-7d39-f9892eb93776,"paymentLink, split-in-4",no website,
,شركة الغربية للذهب والمجوهرات,Fashion & Apparel,Low,10,,,,,,,,,Fashion,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-alghrbyh-llthhb-walmjwhrat-018e9366-5f95-0e6f-e21a-877a6414c9e5,"paymentLink, split-in-4",no website,
,شركة الفرسان ثري لقطع غيار السيارات,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-alfrsan-thry-lqta-ghyar-alsyarat-018d9860-e1bb-cf52-a854-036a4f4cdb52,"paymentLink, split-in-4",no website,
,شركة الفيصل ستور العربية للتجارة,Electronics & Tech,Low,10,,,,,,,,,Electronics,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-alfysl-stwr-alarbyh-lltjarh-018e7a96-bcd1-5176-52f5-4353b8eb087a,"paymentLink, split-in-4",no website,
,شركة الفيصل للأثاث,"Home, Furniture & Appliances",Low,10,,,,,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-alfysl-llathath-018deaf0-55fe-bf33-b72b-fb159559036e,"paymentLink, split-in-4",no website,
,شركة القرناس الذهبي التجارية,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-alqrnas-althhby-altjaryh-018f6bd4-4e76-5656-997d-da97ce41345b,"paymentLink, split-in-4",no website,
,شركة القصر البارز,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-alqsr-albarz-018fc958-df1d-4d05-82f3-9ab00aea73fb,"paymentLink, split-in-4",no website,
,شركة الماس الجزيرة التجارية,"Home, Furniture & Appliances",Low,10,,,,,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-almas-aljzyrh-altjaryh-018e504a-7047-0ba6-3d50-3d03cd8e65b0,"paymentLink, split-in-4",no website,
,شركة الماس بلس للتجارة,"Home, Furniture & Appliances",Low,10,,,,,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-almas-bls-lltjarh-018f6bdd-33a4-20bc-8cc2-152d16387dc5,"paymentLink, split-in-4",no website,
,شركة المراتب الحديثه التجارية,"Home, Furniture & Appliances",Low,10,,,,,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-almratb-alhdythh-altjaryh-018952d4-92d0-40ea-6c01-a469d12fc400,"paymentLink, split-in-4",no website,
,شركة المكعب الاصفر التجارية,"Home, Furniture & Appliances",Low,10,,,,,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-almkab-alasfr-altjaryh-018f8fc1-16b7-c190-cc89-e7af92bb2a2c,"paymentLink, split-in-4",no website,
,شركة المناخ المميزة التجارية,Beauty & Personal Care,Low,10,,,,,,,,,Beauty & Health,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-almnakh-almmyzh-altjaryh-018fb4a4-bd79-b3a2-0d9f-9237cf868ca3,"paymentLink, split-in-4",no website,
,شركة المنزل الجديد للاثاث,"Home, Furniture & Appliances",Low,10,,,,,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-almnzl-aljdyd-llathath-018f9a31-8c9e-6b8a-1175-9bb542f1b2d2,"paymentLink, split-in-4",no website,
,شركة النادي اللياقي,Sports & Fitness,Low,10,,,,,,,,,Fitness & Outdoor,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-alnady-allyaqy-018dc0a0-739f-173f-7883-dc5607c98be5,"paymentLink, split-in-4",no website,
,شركة النجم الرومنسي التجارية,"Home, Furniture & Appliances",Low,10,,,,,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-alnjm-alrwmnsy-altjaryh-018e188f-bfa4-2c86-8c65-b497e2508d4e,"paymentLink, split-in-4",no website,
,شركة النخيل الجديد التجارية,"Home, Furniture & Appliances",Low,10,,,,,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-alnkhyl-aljdyd-altjaryh-0189548a-8008-fe48-53ce-e4cd972f03be,"paymentLink, split-in-4",no website,
,شركة الهرم للإطارات,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-alhrm-llitarat-0189b558-631f-73d6-81e3-73e8142a376f,"paymentLink, split-in-4",no website,
,شركة الياسمين سنتر للتجارة,"Home, Furniture & Appliances",Low,10,,,,,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-alyasmyn-sntr-lltjarh-018fe1d9-8c4a-ad36-3d84-5e929acc83ca,"paymentLink, split-in-4",no website,
,شركة امداد,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-amdad-018e3219-fafa-9aef-f30d-773f41062012,"paymentLink, split-in-4",no website,
,شركة اندلس الجنوب المتميزة التجارية,Fashion & Apparel,Low,10,,,,,,,,,Fashion,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-andls-aljnwb-almtmyzh-altjaryh-018e5040-8824-fddf-664b-4f8000c02686,"paymentLink, split-in-4",no website,
,شركة ايلين الذهبية للتجارة,"Home, Furniture & Appliances",Low,10,,,,,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-aylyn-althhbyh-lltjarh-018f56b4-b94b-2052-47af-5c920ee6889a,"paymentLink, split-in-4",no website,
,شركة باحشوان للذهب والمجوهرات,Fashion & Apparel,Low,10,,,,,,,,,Fashion,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-bahshwan-llthhb-walmjwhrat-018f8fe9-8889-e39c-3ef8-4f76f9e3d08d,"paymentLink, split-in-4",no website,
,شركة برج الخليج العربي التجارية,"Home, Furniture & Appliances",Low,10,,,,,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-brj-alkhlyj-alarby-altjaryh-018e0831-b46c-12e8-67b5-9aada53e2cf5,"paymentLink, split-in-4",no website,
,شركة برق الخليج,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-brq-alkhlyj-01895423-bf56-ff9a-d8c8-4daac9e484ad,"paymentLink, split-in-4",no website,
,شركة بروف للتجارة,Fashion & Apparel,Low,10,,,,,,,,,Fashion,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-brwf-lltjarh-018eff96-2757-3815-90a8-c18589c1077f,"paymentLink, split-in-4",no website,
,شركة بريق المشاهير للتجارة,"Home, Furniture & Appliances",Low,10,,,,,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-bryq-almshahyr-lltjarh-018e79c6-6ba0-b3ab-5143-6a16d37922a9,"paymentLink, split-in-4",no website,
,شركة بن شيهون البركة التجارية,Automotive,Low,10,,,,,,,,,Automotive,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-bn-shyhwn-albrkh-altjaryh-01909bf3-9b44-e791-4c92-115f6bd77913,"paymentLink, split-in-4",no website,
,شركة بنان التجارية,Fashion & Apparel,Low,10,,,,,,,,,Fashion,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-bnan-altjaryh-018fbde7-eadf-d0c8-68b3-d414bf973353,"paymentLink, split-in-4",no website,
,شركة بيت الشرق الحديث التجارية,"Home, Furniture & Appliances",Low,10,,,,,,,,,Home & Appliances,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-byt-alshrq-alhdyth-altjaryh-018f8fee-9f98-97ab-4385-4eb1d7b2b850,"paymentLink, split-in-4",no website,
,شركة تخفيضات الاسرة التجارية,Fashion & Apparel,Low,10,,,,,,,,,Fashion,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-tkhfydhat-alasrh-altjaryh-018d2ac4-6a20-d30d-f7f8-17ff37cd8691,"paymentLink, split-in-4",no website,
,شركة تداوي الجراحي المحدودة,Beauty & Personal Care,Low,10,,,,,,,,,Beauty & Health,Online store,Yes,,https://tabby.sa/en-SA/shop/stores/shrkh-tdawy-aljrahy-almhdwdh-018d555c-42fd-cdc2-aa89-b3ac69257bfb,"paymentLink, split-in-4",no website,
